id_sku,categoria_n1,categoria_n2,marca,preco_lista
1975,Pet,Higiene,Vega,141.19
1976,Brinquedos,Quebra-cabeça,Giga,81.24
1977,Eletrônicos,Áudio,Pixel,573.03
1978,Automotivo,Som,Omega,209.57
1979,Papelaria,Arte,Rino,134.43
1980,Moda,Camisetas,HyperX,207.01
1981,Pet,Ração,Atlas,106.38
1982,Papelaria,Arte,Delta,98.78
1983,Casa & Cozinha,Eletroportáteis,Acme,469.59
1984,Esporte,Futebol,Aurum,767.17
1985,Pet,Ração,Omega,64.59
1986,Eletrônicos,Áudio,Aurum,722.85
1987,Moda,Camisetas,Nova,182.44
1988,Casa & Cozinha,Decoração,HyperX,663.61
1989,Brinquedos,Quebra-cabeça,Giga,268.79
1990,Esporte,Corrida,Vega,786.79
1991,Casa & Cozinha,Organização,Atlas,723.33
1992,Moda,Acessórios,Zenon,179.32
1993,Brinquedos,Jogos,Giga,472.59
1994,Brinquedos,Blocos,Aurum,323.59
1995,Pet,Brinquedos,Delta,282.5
1996,Papelaria,Organização,Zenon,44.6
1997,Beleza,Skincare,Atlas,376.97
1998,Eletrônicos,Celulares,Acme,1163.42
1999,Eletrônicos,Acessórios,Zenon,2740.78
2000,Brinquedos,Bonecos,Aurum,343.48
2001,Eletrônicos,Áudio,Vega,1096.47
2002,Esporte,Futebol,Nexa,997.61
2003,Brinquedos,Quebra-cabeça,Rino,469.98
2004,Beleza,Perfumes,Aurum,21.71
2005,Esporte,Academia,Nova,1407.07
2006,Eletrônicos,Celulares,Pixel,2541.44
2007,Moda,Jeans,Delta,370.81
2008,Papelaria,Escrita,Atlas,145.71
2009,Automotivo,Som,Aurum,970.56
2010,Papelaria,Organização,Nexa,56.04
2011,Esporte,Academia,HyperX,1344.09
2012,Esporte,Futebol,Giga,318.51
2013,Brinquedos,Bonecos,Giga,178.92
2014,Esporte,Corrida,Atlas,644.08
2015,Esporte,Academia,Nexa,1172.6
2016,Brinquedos,Blocos,Aurum,83.21
2017,Brinquedos,Blocos,Vega,488.18
2018,Brinquedos,Bonecos,Vega,150.34
2019,Beleza,Maquiagem,Vega,73.36
2020,Esporte,Corrida,Nexa,227.65
2021,Casa & Cozinha,Eletroportáteis,Nexa,599.23
2022,Beleza,Cabelos,Acme,289.6
2023,Automotivo,Acessórios,Atlas,397.93
2024,Beleza,Skincare,Nexa,58.74
2025,Moda,Jeans,Giga,220.86
2026,Beleza,Cabelos,Nexa,220.68
2027,Beleza,Maquiagem,Rino,172.23
2028,Pet,Higiene,Delta,150.23
2029,Automotivo,Acessórios,Nexa,1078.33
2030,Papelaria,Escrita,Rino,199.11
2031,Casa & Cozinha,Decoração,Rino,155.39
2032,Esporte,Ciclismo,Atlas,770.04
2033,Pet,Higiene,Rino,21.83
2034,Casa & Cozinha,Eletroportáteis,Delta,522.05
2035,Papelaria,Organização,Vega,195.75
2036,Brinquedos,Jogos,Pixel,152.58
2037,Automotivo,Acessórios,Omega,370.56
2038,Esporte,Futebol,Delta,1051.48
2039,Esporte,Futebol,Delta,597.03
2040,Casa & Cozinha,Eletroportáteis,Vega,143.45
2041,Esporte,Ciclismo,Delta,953.48
2042,Casa & Cozinha,Utensílios,Nexa,636.86
2043,Casa & Cozinha,Utensílios,Vega,179.58
2044,Eletrônicos,Áudio,Atlas,1181.15
2045,Brinquedos,Blocos,Zenon,76.26
2046,Casa & Cozinha,Decoração,Vega,400.55
2047,Esporte,Ciclismo,HyperX,1370.83
2048,Pet,Brinquedos,Rino,266.57
2049,Pet,Higiene,Pixel,27.1
2050,Brinquedos,Blocos,Nexa,493.97
2051,Pet,Higiene,Rino,210.83
2052,Casa & Cozinha,Utensílios,Zenon,30.2
2053,Automotivo,Manutenção,Nova,608.47
2054,Esporte,Corrida,Aurum,1295.77
2055,Automotivo,Som,Atlas,351.87
2056,Pet,Higiene,Giga,90.34
2057,Pet,Higiene,HyperX,25.93
2058,Eletrônicos,Celulares,Acme,1453.61
2059,Moda,Calçados,Omega,184.73
2060,Papelaria,Cadernos,Delta,138.48
2061,Automotivo,Manutenção,Pixel,901.42
2062,Automotivo,Manutenção,Pixel,321.97
2063,Pet,Ração,Vega,36.11
2064,Automotivo,Acessórios,Vega,739.65
2065,Pet,Brinquedos,Giga,238.78
2066,Pet,Ração,Vega,18.01
2067,Pet,Higiene,Nova,196.15
2068,Eletrônicos,Celulares,Atlas,2235.19
2069,Moda,Camisetas,Nexa,260.61
2070,Casa & Cozinha,Organização,Nova,299.82
2071,Automotivo,Acessórios,Giga,252.12
2072,Automotivo,Manutenção,Delta,116.94
2073,Moda,Camisetas,Pixel,87.55
2074,Casa & Cozinha,Decoração,Pixel,663.62
2075,Esporte,Ciclismo,Vega,1302.25
2076,Casa & Cozinha,Eletroportáteis,Aurum,298.09
2077,Pet,Higiene,Nova,153.27
2078,Brinquedos,Quebra-cabeça,Atlas,437.68
2079,Esporte,Corrida,HyperX,1174.2
2080,Esporte,Corrida,Nexa,338.5
2081,Papelaria,Escrita,Pixel,91.1
2082,Automotivo,Som,Giga,511.12
2083,Papelaria,Escrita,Giga,24.06
2084,Esporte,Corrida,Nova,271.0
2085,Pet,Ração,Zenon,117.42
2086,Eletrônicos,Acessórios,Pixel,256.62
2087,Eletrônicos,Celulares,HyperX,1686.56
2088,Brinquedos,Jogos,Aurum,45.58
2089,Casa & Cozinha,Decoração,Atlas,765.87
2090,Eletrônicos,TVs,Omega,2643.94
2091,Papelaria,Cadernos,Rino,96.63
2092,Automotivo,Manutenção,Rino,269.62
2093,Beleza,Maquiagem,Giga,74.05
2094,Casa & Cozinha,Organização,HyperX,220.8
2095,Brinquedos,Quebra-cabeça,Delta,32.19
2096,Automotivo,Manutenção,Vega,586.77
2097,Beleza,Perfumes,Nexa,352.36
2098,Eletrônicos,Notebooks,Acme,1524.39
2099,Casa & Cozinha,Utensílios,Pixel,755.73
2100,Eletrônicos,Áudio,Aurum,853.18
2101,Brinquedos,Jogos,Pixel,169.75
2102,Esporte,Academia,Omega,1269.62
2103,Esporte,Academia,Zenon,693.77
2104,Pet,Higiene,Vega,27.2
2105,Papelaria,Cadernos,Aurum,21.24
2106,Pet,Ração,Aurum,230.36
2107,Beleza,Skincare,Rino,329.27
2108,Casa & Cozinha,Decoração,HyperX,394.5
2109,Pet,Brinquedos,Acme,76.22
2110,Beleza,Maquiagem,Giga,248.88
2111,Papelaria,Organização,Giga,34.41
2112,Esporte,Academia,Atlas,387.32
2113,Moda,Acessórios,Zenon,407.68
2114,Eletrônicos,Celulares,Giga,2612.37
2115,Pet,Ração,Nova,230.53
2116,Automotivo,Som,Rino,137.87
2117,Brinquedos,Quebra-cabeça,Rino,443.53
2118,Brinquedos,Bonecos,Nexa,445.4
2119,Casa & Cozinha,Eletroportáteis,Acme,745.08
2120,Beleza,Skincare,Nova,287.25
2121,Eletrônicos,Áudio,Omega,211.61
2122,Esporte,Futebol,Zenon,994.16
2123,Eletrônicos,Áudio,Acme,2068.9
2124,Brinquedos,Bonecos,Nexa,265.93
2125,Beleza,Skincare,HyperX,374.67
2126,Casa & Cozinha,Organização,Nexa,447.09
2127,Beleza,Perfumes,Giga,308.13
2128,Brinquedos,Bonecos,HyperX,179.24
2129,Brinquedos,Quebra-cabeça,Acme,430.41
2130,Casa & Cozinha,Organização,Omega,571.11
2131,Eletrônicos,Áudio,Nova,2346.26
2132,Brinquedos,Bonecos,Vega,311.02
2133,Casa & Cozinha,Organização,Pixel,230.48
2134,Casa & Cozinha,Decoração,Delta,305.89
2135,Automotivo,Som,Rino,1004.85
2136,Papelaria,Arte,Zenon,73.46
2137,Brinquedos,Quebra-cabeça,Omega,429.82
2138,Brinquedos,Blocos,Nexa,465.92
2139,Casa & Cozinha,Utensílios,Pixel,56.78
2140,Beleza,Perfumes,Rino,196.14
2141,Automotivo,Som,Acme,506.07
2142,Brinquedos,Jogos,Delta,288.26
2143,Beleza,Perfumes,Rino,106.88
2144,Beleza,Maquiagem,Delta,257.18
2145,Moda,Calçados,Zenon,578.13
2146,Esporte,Ciclismo,Zenon,92.41
2147,Esporte,Futebol,Acme,1495.18
2148,Brinquedos,Bonecos,Giga,167.77
2149,Beleza,Maquiagem,Rino,121.19
2150,Eletrônicos,Acessórios,Giga,1405.78
2151,Papelaria,Organização,Rino,41.58
2152,Casa & Cozinha,Decoração,Omega,488.58
2153,Moda,Calçados,Nexa,347.05
2154,Automotivo,Manutenção,Rino,143.52
2155,Automotivo,Som,Pixel,778.09
2156,Eletrônicos,Áudio,Acme,1762.93
2157,Brinquedos,Blocos,Zenon,210.01
2158,Papelaria,Arte,Atlas,23.91
2159,Beleza,Cabelos,Giga,320.88
2160,Beleza,Perfumes,Omega,231.95
2161,Esporte,Corrida,HyperX,1447.98
2162,Eletrônicos,TVs,Omega,2165.42
2163,Moda,Camisetas,Aurum,174.81
2164,Casa & Cozinha,Eletroportáteis,Pixel,374.11
2165,Moda,Acessórios,Acme,565.46
2166,Automotivo,Acessórios,HyperX,827.53
2167,Moda,Camisetas,Nexa,33.19
2168,Beleza,Maquiagem,Omega,270.31
2169,Moda,Calçados,Rino,584.45
2170,Brinquedos,Bonecos,Atlas,84.69
2171,Beleza,Perfumes,Nova,225.48
2172,Moda,Calçados,Pixel,511.55
2173,Pet,Higiene,Nexa,40.0
2174,Brinquedos,Blocos,Vega,402.54
2175,Casa & Cozinha,Organização,Rino,259.76
2176,Beleza,Skincare,Rino,170.04
2177,Beleza,Cabelos,Nexa,195.42
2178,Beleza,Maquiagem,Giga,159.91
2179,Beleza,Skincare,Vega,65.76
2180,Automotivo,Acessórios,HyperX,414.12
2181,Casa & Cozinha,Utensílios,Aurum,482.83
2182,Moda,Calçados,Aurum,115.7
2183,Automotivo,Som,Rino,766.24
2184,Casa & Cozinha,Organização,Aurum,432.72
2185,Casa & Cozinha,Organização,Pixel,207.74
2186,Moda,Acessórios,Acme,556.13
2187,Esporte,Academia,Nexa,460.33
2188,Moda,Camisetas,Vega,472.23
2189,Pet,Ração,Giga,245.95
2190,Esporte,Corrida,Pixel,1050.81
2191,Casa & Cozinha,Utensílios,HyperX,788.52
2192,Casa & Cozinha,Eletroportáteis,Omega,206.12
2193,Pet,Higiene,Atlas,226.93
2194,Automotivo,Acessórios,Nova,732.12
2195,Casa & Cozinha,Decoração,Delta,546.67
2196,Eletrônicos,Acessórios,Acme,988.1
2197,Beleza,Cabelos,Nova,333.98
2198,Beleza,Cabelos,Vega,223.87
2199,Esporte,Ciclismo,Nexa,1019.23
2200,Pet,Higiene,HyperX,16.06
2201,Papelaria,Organização,Omega,35.56
2202,Brinquedos,Bonecos,Acme,111.16
2203,Esporte,Ciclismo,HyperX,875.84
2204,Papelaria,Cadernos,HyperX,176.89
2205,Pet,Brinquedos,Omega,132.58
2206,Automotivo,Som,Atlas,1155.64
2207,Esporte,Corrida,Vega,1259.06
2208,Moda,Acessórios,Pixel,526.1
2209,Papelaria,Arte,Nova,87.63
2210,Casa & Cozinha,Organização,Pixel,96.32
2211,Beleza,Maquiagem,Rino,219.43
2212,Esporte,Ciclismo,Giga,52.11
2213,Moda,Jeans,Nova,227.78
2214,Pet,Higiene,Giga,279.26
2215,Brinquedos,Jogos,Omega,425.87
2216,Pet,Higiene,Giga,76.28
2217,Esporte,Futebol,Aurum,714.77
2218,Casa & Cozinha,Utensílios,Pixel,416.82
2219,Papelaria,Arte,Nexa,186.03
2220,Eletrônicos,Notebooks,Nexa,1511.88
2221,Papelaria,Cadernos,Acme,152.63
2222,Papelaria,Organização,Nova,196.85
2223,Beleza,Skincare,Pixel,228.29
2224,Beleza,Perfumes,Rino,315.86
2225,Brinquedos,Quebra-cabeça,Omega,295.15
2226,Automotivo,Acessórios,Atlas,444.98
2227,Papelaria,Escrita,Atlas,105.94
2228,Papelaria,Cadernos,Pixel,175.25
2229,Moda,Camisetas,Nova,129.17
2230,Moda,Calçados,Pixel,412.18
2231,Casa & Cozinha,Organização,Omega,761.01
2232,Eletrônicos,Notebooks,Nova,1825.76
2233,Brinquedos,Jogos,Giga,402.45
2234,Papelaria,Arte,Acme,122.92
2235,Automotivo,Som,Nexa,737.23
2236,Casa & Cozinha,Organização,Acme,81.73
2237,Moda,Camisetas,Rino,193.61
2238,Eletrônicos,Notebooks,Giga,950.64
2239,Papelaria,Organização,Rino,60.75
2240,Eletrônicos,Celulares,Atlas,411.2
2241,Brinquedos,Bonecos,Nexa,455.62
2242,Pet,Ração,Nexa,116.6
2243,Beleza,Skincare,Giga,327.17
2244,Beleza,Maquiagem,Acme,169.56
2245,Eletrônicos,Acessórios,Omega,1769.93
2246,Moda,Camisetas,Delta,135.73
2247,Moda,Acessórios,Giga,416.36
2248,Beleza,Perfumes,Pixel,53.19
2249,Eletrônicos,Áudio,Omega,314.66
2250,Automotivo,Acessórios,Nova,1099.12
2251,Moda,Jeans,Rino,365.6
2252,Pet,Ração,Delta,92.1
2253,Brinquedos,Jogos,Atlas,351.07
2254,Esporte,Corrida,Delta,1307.4
2255,Pet,Higiene,Zenon,109.96
2256,Papelaria,Escrita,Omega,53.74
2257,Brinquedos,Jogos,Atlas,38.98
2258,Automotivo,Acessórios,Vega,994.44
2259,Automotivo,Acessórios,Vega,245.46
2260,Papelaria,Organização,Vega,17.7
2261,Automotivo,Acessórios,Rino,658.13
2262,Pet,Higiene,Giga,215.65
2263,Brinquedos,Blocos,Giga,343.02
2264,Moda,Camisetas,Rino,597.83
2265,Beleza,Perfumes,Omega,64.19
2266,Casa & Cozinha,Utensílios,Aurum,414.98
2267,Automotivo,Som,Nova,334.03
2268,Esporte,Academia,Omega,785.89
2269,Brinquedos,Bonecos,Giga,240.04
2270,Casa & Cozinha,Decoração,Zenon,618.19
2271,Automotivo,Manutenção,Zenon,925.3
2272,Beleza,Perfumes,Rino,22.99
2273,Pet,Ração,Nova,78.45
2274,Moda,Camisetas,Pixel,571.71
2275,Esporte,Futebol,Zenon,326.99
2276,Moda,Calçados,Acme,70.95
2277,Casa & Cozinha,Eletroportáteis,Vega,254.32
2278,Pet,Ração,Rino,67.36
2279,Moda,Calçados,Nexa,492.84
2280,Pet,Higiene,Aurum,118.26
2281,Eletrônicos,Áudio,Pixel,1623.8
2282,Pet,Higiene,Aurum,272.25
2283,Esporte,Corrida,Rino,758.34
2284,Papelaria,Organização,Aurum,191.27
2285,Eletrônicos,Notebooks,Vega,2607.61
2286,Beleza,Cabelos,Nova,355.67
2287,Esporte,Academia,Atlas,449.76
2288,Beleza,Perfumes,Delta,191.09
2289,Brinquedos,Blocos,Zenon,368.91
2290,Papelaria,Cadernos,Nova,157.77
2291,Pet,Higiene,Nova,122.74
2292,Papelaria,Arte,Delta,187.61
2293,Casa & Cozinha,Utensílios,Acme,608.99
2294,Esporte,Academia,Nova,376.78
2295,Papelaria,Cadernos,Acme,155.42
2296,Papelaria,Cadernos,Omega,166.09
2297,Brinquedos,Bonecos,Giga,32.65
2298,Eletrônicos,Acessórios,Atlas,788.69
2299,Eletrônicos,Acessórios,Giga,419.65
2300,Eletrônicos,Celulares,Nova,1594.17
2301,Pet,Ração,Atlas,125.57
2302,Pet,Higiene,Rino,270.12
2303,Automotivo,Manutenção,Delta,714.93
2304,Pet,Higiene,Nova,118.85
2305,Eletrônicos,Notebooks,Zenon,2989.2
2306,Casa & Cozinha,Organização,Rino,190.13
2307,Esporte,Academia,Omega,307.94
2308,Eletrônicos,Acessórios,Nexa,878.04
2309,Eletrônicos,TVs,Vega,1036.14
2310,Casa & Cozinha,Utensílios,Delta,798.48
2311,Moda,Jeans,Giga,571.97
2312,Esporte,Ciclismo,Nova,963.77
2313,Automotivo,Acessórios,Nexa,1133.17
2314,Automotivo,Som,Acme,733.23
2315,Eletrônicos,Celulares,Nexa,1434.88
2316,Brinquedos,Blocos,Aurum,461.71
2317,Moda,Acessórios,Acme,506.35
2318,Papelaria,Arte,Omega,124.27
2319,Pet,Brinquedos,Atlas,169.1
2320,Moda,Camisetas,Pixel,35.28
2321,Moda,Calçados,Nova,193.0
2322,Brinquedos,Jogos,HyperX,161.6
2323,Eletrônicos,Áudio,Nexa,2150.95
2324,Casa & Cozinha,Organização,Vega,215.5
2325,Moda,Acessórios,Nova,364.57
2326,Papelaria,Arte,Acme,199.2
2327,Papelaria,Cadernos,Aurum,54.23
2328,Papelaria,Escrita,Nexa,61.35
2329,Papelaria,Organização,Pixel,181.44
2330,Moda,Calçados,Atlas,192.57
2331,Brinquedos,Blocos,Atlas,161.53
2332,Automotivo,Manutenção,Atlas,45.11
2333,Automotivo,Som,Zenon,698.16
2334,Papelaria,Organização,Vega,163.03
2335,Brinquedos,Blocos,Rino,481.95
2336,Papelaria,Cadernos,Atlas,151.97
2337,Beleza,Cabelos,Zenon,306.47
2338,Moda,Calçados,Atlas,404.7
2339,Pet,Ração,Rino,287.6
2340,Brinquedos,Jogos,Zenon,315.02
2341,Brinquedos,Blocos,Giga,181.2
2342,Beleza,Perfumes,Atlas,339.63
2343,Beleza,Perfumes,Vega,222.34
2344,Esporte,Academia,Zenon,536.53
2345,Moda,Jeans,Omega,356.84
2346,Beleza,Skincare,Nexa,392.09
2347,Automotivo,Acessórios,Rino,628.41
2348,Pet,Brinquedos,HyperX,26.16
2349,Esporte,Corrida,Aurum,1433.52
2350,Pet,Higiene,Aurum,271.36
2351,Moda,Camisetas,Aurum,114.07
2352,Automotivo,Som,Giga,536.31
2353,Eletrônicos,TVs,Acme,2638.27
2354,Esporte,Futebol,Rino,1486.37
2355,Moda,Calçados,Giga,41.33
2356,Beleza,Skincare,Rino,316.8
2357,Esporte,Ciclismo,Vega,122.3
2358,Casa & Cozinha,Utensílios,Aurum,471.87
2359,Moda,Acessórios,Aurum,191.42
2360,Automotivo,Acessórios,Aurum,888.06
2361,Automotivo,Som,Nova,281.85
2362,Papelaria,Escrita,Nova,171.2
2363,Eletrônicos,Notebooks,Delta,1397.09
2364,Eletrônicos,Acessórios,Aurum,1607.52
2365,Moda,Jeans,Nova,79.68
2366,Pet,Higiene,Atlas,22.33
2367,Automotivo,Manutenção,Vega,126.19
2368,Moda,Calçados,Aurum,128.62
2369,Automotivo,Manutenção,Rino,823.24
2370,Brinquedos,Quebra-cabeça,HyperX,336.31
2371,Eletrônicos,Acessórios,Aurum,1061.74
2372,Esporte,Ciclismo,Delta,604.24
2373,Papelaria,Organização,Vega,99.46
2374,Pet,Higiene,Pixel,61.42
2375,Moda,Camisetas,Nova,528.32
2376,Casa & Cozinha,Organização,HyperX,131.42
2377,Brinquedos,Jogos,Giga,150.91
2378,Esporte,Futebol,Acme,469.9
2379,Casa & Cozinha,Utensílios,Giga,112.62
2380,Beleza,Skincare,Atlas,103.47
2381,Eletrônicos,Áudio,Giga,1563.52
2382,Papelaria,Arte,Giga,74.87
2383,Beleza,Skincare,Pixel,206.42
2384,Casa & Cozinha,Decoração,Delta,194.73
2385,Papelaria,Organização,Zenon,145.55
2386,Eletrônicos,TVs,Zenon,1935.41
2387,Brinquedos,Quebra-cabeça,Omega,271.81
2388,Automotivo,Acessórios,Delta,87.05
2389,Brinquedos,Quebra-cabeça,Aurum,269.9
2390,Automotivo,Manutenção,Giga,613.73
2391,Eletrônicos,Notebooks,Nexa,1651.76
2392,Esporte,Corrida,Omega,445.77
2393,Brinquedos,Bonecos,Delta,118.49
2394,Casa & Cozinha,Eletroportáteis,Delta,476.77
2395,Automotivo,Manutenção,Vega,388.52
2396,Brinquedos,Bonecos,Nexa,149.29
2397,Casa & Cozinha,Organização,Giga,160.76
2398,Brinquedos,Quebra-cabeça,HyperX,382.2
2399,Esporte,Ciclismo,Zenon,583.84
2400,Automotivo,Manutenção,Nova,771.56
2401,Beleza,Perfumes,HyperX,316.36
2402,Moda,Acessórios,Omega,226.12
2403,Beleza,Cabelos,Acme,63.02
2404,Moda,Calçados,Pixel,545.15
2405,Pet,Brinquedos,Aurum,278.66
2406,Casa & Cozinha,Eletroportáteis,Pixel,593.64
2407,Esporte,Corrida,Zenon,90.71
2408,Eletrônicos,Notebooks,Aurum,1874.65
2409,Automotivo,Som,Giga,818.06
2410,Esporte,Corrida,Nexa,1123.34
2411,Automotivo,Acessórios,Aurum,652.57
2412,Papelaria,Organização,Nexa,186.41
2413,Brinquedos,Quebra-cabeça,Pixel,43.92
2414,Esporte,Ciclismo,HyperX,798.56
2415,Papelaria,Cadernos,Vega,152.88
2416,Esporte,Ciclismo,Omega,1120.28
2417,Brinquedos,Jogos,Vega,473.21
2418,Automotivo,Acessórios,Acme,1161.41
2419,Brinquedos,Jogos,Giga,166.28
2420,Papelaria,Organização,Nexa,51.37
2421,Esporte,Futebol,Aurum,943.25
2422,Moda,Calçados,Omega,598.08
2423,Esporte,Ciclismo,Delta,1162.86
2424,Esporte,Academia,Zenon,425.11
2425,Papelaria,Escrita,Omega,98.14
2426,Brinquedos,Jogos,HyperX,205.89
2427,Brinquedos,Blocos,Giga,98.64
2428,Papelaria,Cadernos,Omega,97.97
2429,Brinquedos,Quebra-cabeça,Aurum,206.85
2430,Esporte,Futebol,Omega,250.7
2431,Pet,Higiene,Aurum,208.74
2432,Beleza,Skincare,Nexa,177.01
2433,Casa & Cozinha,Eletroportáteis,Rino,407.31
2434,Pet,Brinquedos,Rino,94.6
2435,Papelaria,Arte,Rino,144.6
2436,Brinquedos,Jogos,Vega,61.84
2437,Eletrônicos,Celulares,Vega,1522.35
2438,Brinquedos,Bonecos,HyperX,31.84
2439,Beleza,Cabelos,Giga,334.52
2440,Automotivo,Acessórios,Delta,94.79
2441,Brinquedos,Blocos,Rino,91.45
2442,Moda,Jeans,Omega,157.2
2443,Casa & Cozinha,Organização,Aurum,143.54
2444,Moda,Calçados,Acme,62.0
2445,Papelaria,Escrita,HyperX,159.77
2446,Moda,Camisetas,Pixel,351.03
2447,Automotivo,Acessórios,HyperX,752.89
2448,Papelaria,Cadernos,Nexa,126.66
2449,Automotivo,Acessórios,Atlas,323.69
2450,Eletrônicos,Celulares,Delta,660.81
2451,Brinquedos,Quebra-cabeça,Rino,156.85
2452,Casa & Cozinha,Eletroportáteis,Atlas,418.43
2453,Brinquedos,Jogos,Vega,160.37
2454,Casa & Cozinha,Decoração,Vega,737.31
2455,Esporte,Futebol,Zenon,610.26
2456,Automotivo,Manutenção,Giga,973.04
2457,Automotivo,Acessórios,Acme,601.76
2458,Moda,Jeans,Acme,445.63
2459,Moda,Camisetas,Rino,143.96
2460,Pet,Brinquedos,Vega,88.97
2461,Moda,Calçados,Nexa,176.04
2462,Brinquedos,Quebra-cabeça,Nexa,124.82
2463,Esporte,Academia,Zenon,350.35
2464,Brinquedos,Blocos,Atlas,28.97
2465,Automotivo,Manutenção,Delta,176.5
2466,Casa & Cozinha,Utensílios,Nova,544.59
2467,Moda,Camisetas,Nexa,92.68
2468,Esporte,Academia,Zenon,623.24
2469,Beleza,Skincare,Aurum,225.2
2470,Eletrônicos,Acessórios,Aurum,2589.86
2471,Moda,Acessórios,Rino,554.96
2472,Papelaria,Organização,Rino,20.47
2473,Casa & Cozinha,Decoração,Giga,150.11
2474,Esporte,Corrida,Delta,211.3
2475,Papelaria,Arte,Zenon,190.78
2476,Automotivo,Som,Nova,631.01
2477,Moda,Acessórios,HyperX,409.27
2478,Casa & Cozinha,Utensílios,Nova,638.88
2479,Eletrônicos,Celulares,Omega,1844.24
2480,Moda,Acessórios,Omega,92.81
2481,Esporte,Ciclismo,Nexa,1215.6
2482,Moda,Camisetas,Zenon,130.21
2483,Casa & Cozinha,Organização,Rino,239.5
2484,Automotivo,Acessórios,Delta,673.72
2485,Brinquedos,Quebra-cabeça,Omega,159.17
2486,Eletrônicos,Áudio,Rino,933.45
2487,Moda,Calçados,Pixel,339.01
2488,Casa & Cozinha,Organização,Delta,683.38
2489,Moda,Calçados,Nexa,170.93
2490,Moda,Calçados,Nexa,439.67
2491,Moda,Camisetas,Zenon,500.03
2492,Casa & Cozinha,Eletroportáteis,Giga,97.5
2493,Beleza,Perfumes,Aurum,282.89
2494,Beleza,Skincare,Atlas,376.35
2495,Papelaria,Escrita,Nexa,31.6
2496,Papelaria,Cadernos,Atlas,143.74
2497,Esporte,Academia,Rino,351.12
2498,Eletrônicos,Celulares,Nexa,1401.42
2499,Moda,Acessórios,Delta,240.93
2500,Esporte,Futebol,Acme,57.86
2501,Moda,Jeans,Nexa,424.74
2502,Moda,Calçados,Omega,254.03
2503,Moda,Calçados,Acme,480.35
2504,Eletrônicos,Acessórios,Acme,276.06
2505,Moda,Calçados,Zenon,313.0
2506,Eletrônicos,Áudio,Nova,2491.42
2507,Automotivo,Som,Aurum,826.82
2508,Moda,Acessórios,Nova,170.62
2509,Papelaria,Organização,Atlas,94.46
2510,Brinquedos,Blocos,Rino,398.24
2511,Brinquedos,Bonecos,Pixel,40.25
2512,Casa & Cozinha,Decoração,Aurum,513.79
2513,Brinquedos,Jogos,Atlas,97.73
2514,Moda,Jeans,Vega,336.46
2515,Automotivo,Som,Giga,763.71
2516,Papelaria,Organização,Atlas,169.56
2517,Eletrônicos,Notebooks,Nexa,2063.84
2518,Pet,Brinquedos,Zenon,135.88
2519,Moda,Calçados,Atlas,202.75
2520,Esporte,Ciclismo,Rino,118.84
2521,Casa & Cozinha,Eletroportáteis,Vega,241.51
2522,Casa & Cozinha,Eletroportáteis,Pixel,433.05
2523,Casa & Cozinha,Decoração,Rino,561.15
2524,Papelaria,Escrita,Nexa,161.94
2525,Esporte,Futebol,Nova,90.77
2526,Eletrônicos,TVs,Delta,1962.96
2527,Papelaria,Cadernos,Nexa,53.24
2528,Pet,Higiene,Pixel,58.87
2529,Automotivo,Manutenção,Atlas,701.21
2530,Beleza,Perfumes,Vega,168.76
2531,Pet,Higiene,Pixel,166.47
2532,Eletrônicos,Notebooks,Omega,2767.03
2533,Eletrônicos,TVs,Nova,513.09
2534,Beleza,Cabelos,Giga,35.43
2535,Casa & Cozinha,Decoração,Pixel,692.53
2536,Moda,Calçados,Pixel,413.57
2537,Beleza,Skincare,Pixel,361.82
2538,Beleza,Perfumes,Delta,172.22
2539,Esporte,Futebol,Acme,759.34
2540,Casa & Cozinha,Decoração,Pixel,641.62
2541,Esporte,Academia,Giga,84.49
2542,Automotivo,Manutenção,Acme,1014.88
2543,Esporte,Academia,Vega,859.53
2544,Pet,Ração,Pixel,203.83
2545,Beleza,Cabelos,Omega,378.14
2546,Casa & Cozinha,Organização,Nexa,573.38
2547,Papelaria,Cadernos,HyperX,27.75
2548,Papelaria,Arte,Aurum,43.68
2549,Automotivo,Manutenção,Zenon,1084.68
2550,Brinquedos,Quebra-cabeça,Omega,112.29
2551,Pet,Brinquedos,Nova,40.29
2552,Moda,Acessórios,Zenon,362.23
2553,Pet,Higiene,Atlas,222.16
2554,Beleza,Perfumes,Rino,55.03
2555,Eletrônicos,Acessórios,Nova,2928.13
2556,Pet,Higiene,Atlas,132.24
2557,Beleza,Cabelos,Atlas,165.13
2558,Eletrônicos,Áudio,Rino,1008.83
2559,Papelaria,Arte,Vega,165.55
2560,Casa & Cozinha,Eletroportáteis,Zenon,720.22
2561,Brinquedos,Jogos,Aurum,70.68
2562,Moda,Acessórios,HyperX,149.76
2563,Moda,Camisetas,Omega,488.41
2564,Moda,Calçados,Pixel,398.05
2565,Casa & Cozinha,Utensílios,Nexa,236.25
2566,Eletrônicos,Áudio,Omega,1384.44
2567,Pet,Ração,Delta,138.9
2568,Casa & Cozinha,Utensílios,Pixel,410.55
2569,Beleza,Perfumes,Omega,126.5
2570,Beleza,Perfumes,Zenon,108.97
2571,Casa & Cozinha,Decoração,Zenon,755.07
2572,Moda,Camisetas,Rino,395.19
2573,Casa & Cozinha,Utensílios,Acme,299.27
2574,Beleza,Cabelos,Vega,222.43
2575,Moda,Camisetas,Pixel,279.08
